SEGID,AADT2019,ATYPE,FTGROUP,FACGEO,STATIONGROUP
0232_000.0,29053.0,4,Arterial,Statewide,COU
0232_000.1,46398.0,4,Arterial,Statewide,COU
0232_000.3,22590.0,4,Arterial,Statewide,COU
0232_000.9,22590.0,4,Arterial,Statewide,COU
0232_001.3,26074.0,4,Arterial,Statewide,COU
0232_002.3,9205.0,4,Arterial,Statewide,COU
0235_000.0,27662.0,3,Arterial,Statewide,COT
0235_000.5,27470.0,3,Arterial,Statewide,COT
0235_001.1,32895.0,3,Arterial,Statewide,COT
0235_001.2,26770.0,3,Arterial,Statewide,COT
0235_002.0,31079.0,3,Arterial,Statewide,COT
0235_002.4,31079.0,3,Arterial,Statewide,COT
0235_002.6,31079.0,3,Arterial,Statewide,COT
0235_003.1,24890.0,3,Arterial,Statewide,COT
0241_000.0,18097.0,4,Arterial,Statewide,COU
0241_000.3,28665.0,3,Arterial,Statewide,COT
0241_000.7,21965.0,4,Arterial,Statewide,COU
0241_001.2,21965.0,4,Arterial,Statewide,COU
0265_000.0,24454.0,4,Arterial,Statewide,COU
0265_000.4,54424.0,4,Freeway,Statewide,XX3
0265_000.7,53857.0,4,Arterial,Statewide,COU
0265_001.2,53857.0,4,Arterial,Statewide,COU
0265_001.7,59784.0,4,Arterial,Statewide,COU
0265_002.3,46790.0,4,Arterial,Statewide,COU
0265_002.7,34559.0,4,Arterial,Statewide,COU
0265_003.6,40035.0,4,Arterial,Statewide,COU
0265_004.1,44834.0,4,Arterial,Statewide,COU
0266_000.0,44987.0,4,Arterial,Statewide,COU
0266_000.1,47642.0,4,Arterial,Statewide,COU
0266_000.3,47642.0,4,Arterial,Statewide,COU
0266_000.8,30115.0,4,Arterial,Statewide,COU
0266_001.7,25115.0,4,Arterial,Statewide,COU
0266_002.2,43328.0,4,Arterial,Statewide,COU
0266_002.6,43328.0,4,Arterial,Statewide,COU
0266_002.8,47377.0,4,Arterial,Statewide,COU
0266_003.0,47377.0,4,Arterial,Statewide,COU
0266_003.4,47564.0,4,Arterial,Statewide,COU
0266_003.5,40819.0,4,Arterial,Statewide,COU
0266_004.1,40819.0,4,Arterial,Statewide,COU
0266_004.4,29303.0,4,Arterial,Statewide,COU
0266_004.7,30718.0,4,Arterial,Statewide,COU
0266_005.0,30718.0,4,Arterial,Statewide,COU
0266_005.3,20842.0,4,Arterial,Statewide,COU
0266_006.0,13159.0,4,Arterial,Statewide,COU
0266_006.6,13159.0,3,Arterial,Statewide,COT
0266_006.9,14739.0,3,Arterial,Statewide,COT
0266_007.4,17144.0,3,Arterial,Statewide,COT
0266_008.1,17144.0,3,Arterial,Statewide,COT
0268_000.0,14435.0,4,Arterial,Statewide,COU
0268_000.2,14435.0,4,Arterial,Statewide,COU
0268_000.6,14435.0,4,Arterial,Statewide,COU
0269_000.0,0.0,4,Arterial,Statewide,COU
0269_000.2,51294.0,4,Arterial,Statewide,COU
0269_000.3,39731.0,4,Arterial,Statewide,COU
0269_000.5,39731.0,4,Arterial,Statewide,COU
0269_000.6,39195.0,4,Arterial,Statewide,COU
0269_000.8,39195.0,4,Arterial,Statewide,COU
0269_000.9,26760.0,4,Arterial,Statewide,COU
0269_001.0,26760.0,5,Arterial,Statewide,COU
0269_001.2,33935.0,5,Arterial,Statewide,COU
0269_001.3,33935.0,5,Arterial,Statewide,COU
0269_001.5,38847.0,4,Arterial,Statewide,COU
0269_001.7,0.0,4,Arterial,Statewide,COU
0270_000.0,29311.0,4,Arterial,Statewide,COU
0270_000.2,29311.0,4,Arterial,Statewide,COU
0270_000.3,29311.0,4,Arterial,Statewide,COU
0270_000.5,29311.0,5,Arterial,Statewide,COU
0270_000.6,29311.0,5,Arterial,Statewide,COU
0273_000.0,19110.0,3,Arterial,Statewide,COT
0273_001.1,19110.0,3,Arterial,Statewide,COT
0273_002.1,17146.0,3,Arterial,Statewide,COT
0273_002.4,22748.0,3,Arterial,Statewide,COT
0273_003.0,14814.0,3,Arterial,Statewide,COT
0282_000.0,11564.0,4,Arterial,Statewide,COU
0282_000.1,7021.0,4,Arterial,Statewide,COU
0282_000.5,13628.0,4,Arterial,Statewide,COU
0282_001.0,23697.0,4,Arterial,Statewide,COU
0282_001.4,36299.0,4,Arterial,Statewide,COU
0282_001.8,15419.0,4,Arterial,Statewide,COU
0282_002.2,13874.0,4,Arterial,Statewide,COU
0282_002.4,12885.0,4,Arterial,Statewide,COU
0287_000.0,2208.0,3,Arterial,Statewide,COT
0287_000.4,0.0,3,Arterial,Statewide,COT
0287_000.9,0.0,4,Arterial,Statewide,COU
0294_000.0,0.0,4,Arterial,Statewide,COU
0315_000.0,0.0,2,Arterial,RuralRecLowVol,COL
0315_000.9,3331.0,2,Arterial,Statewide,COS
0315_001.4,3331.0,2,Arterial,Statewide,COS
1082_008.5,740.0,1,Arterial,RuralRecLowVol,COL
1082_012.5,6214.0,2,Arterial,Statewide,COS
1082_013.3,8200.0,3,Arterial,Statewide,COT
1082_014.4,7609.0,4,Arterial,Statewide,COU
1084_000.0,327.0,1,Arterial,Statewide,COP
1084_001.0,327.0,1,Arterial,Statewide,COP
1085_000.0,0.0,1,Arterial,Statewide,COP
1085_000.4,0.0,1,Arterial,Statewide,COP
1085_001.5,232.0,2,Arterial,Statewide,COS
1085_002.3,232.0,2,Arterial,Statewide,COS
1085_003.4,232.0,2,Arterial,Statewide,COS
1085_004.1,0.0,3,Arterial,Statewide,COT
1085_004.5,0.0,3,Arterial,Statewide,COT
1085_005.4,116.0,3,Arterial,Statewide,COT
1086_000.0,9109.0,3,Arterial,Statewide,COT
1086_000.7,6817.0,3,Arterial,Statewide,COT
1086_001.2,6817.0,4,Arterial,Statewide,COU
1086_001.7,3577.0,4,Arterial,Statewide,COU
1086_001.9,3577.0,3,Arterial,Statewide,COT
1086_002.6,5453.0,3,Arterial,Statewide,COT
1086_003.0,5453.0,2,Arterial,Statewide,COS
1086_003.4,515.0,2,Arterial,Statewide,COS
1088_000.0,6361.0,3,Arterial,Statewide,COT
1088_000.4,4690.0,3,Arterial,Statewide,COT
1088_000.6,4690.0,3,Arterial,Statewide,COT
1090_000.0,950.0,3,Arterial,Statewide,COT
1090_000.7,5194.0,3,Arterial,Statewide,COT
1090_001.2,3521.0,3,Arterial,Statewide,COT
1090_001.5,3521.0,3,Arterial,Statewide,COT
1092_000.0,0.0,4,Arterial,Statewide,COU
1092_000.7,0.0,4,Arterial,Statewide,COU
1092_001.2,0.0,3,Arterial,Statewide,COT
1094_000.0,696.0,4,Arterial,Statewide,COU
1094_000.4,1596.0,4,Arterial,Statewide,COU
1094_000.6,3458.0,3,Arterial,Statewide,COT
1094_000.9,2565.0,3,Arterial,Statewide,COT
1094_001.5,573.0,2,Arterial,Statewide,COS
1096_000.0,1601.0,3,Arterial,Statewide,COT
1096_000.4,740.0,3,Arterial,Statewide,COT
1098_000.0,2110.0,3,Arterial,Statewide,COT
1098_000.8,2110.0,2,Arterial,Statewide,COS
1100_000.0,3584.0,2,Arterial,Statewide,COS
1100_001.1,3293.0,3,Arterial,Statewide,COT
1100_001.6,1233.0,3,Arterial,Statewide,COT
1100_001.7,1233.0,3,Arterial,Statewide,COT
1102_000.0,0.0,1,Arterial,Statewide,COP
1102_001.1,0.0,1,Arterial,Statewide,COP
1112_000.0,1462.0,1,Arterial,Statewide,COP
1112_002.2,1462.0,1,Arterial,Statewide,COP
1328_000.0,0.0,1,Arterial,Statewide,COP
1380_000.0,9718.0,3,Arterial,Statewide,COT
1380_000.1,9718.0,3,Arterial,Statewide,COT
1380_000.5,10996.0,3,Arterial,Statewide,COT
1380_001.2,15003.0,3,Arterial,Statewide,COT
1380_001.7,4638.0,3,Arterial,Statewide,COT
1384_000.0,5084.0,3,Arterial,Statewide,COT
1384_000.2,5084.0,4,Arterial,Statewide,COU
1384_000.6,5084.0,3,Arterial,Statewide,COT
1384_001.6,5084.0,3,Arterial,Statewide,COT
1384_002.5,5084.0,3,Arterial,Statewide,COT
1384_003.1,5084.0,3,Arterial,Statewide,COT
1384_003.8,5084.0,3,Arterial,Statewide,COT
1386_000.0,10932.0,4,Arterial,Statewide,COU
1386_000.5,10932.0,4,Arterial,Statewide,COU
1386_000.9,10449.0,3,Arterial,Statewide,COT
1388_000.0,26600.0,4,Arterial,Statewide,COU
1388_000.2,14858.0,4,Arterial,Statewide,COU
1388_000.5,20110.0,3,Arterial,Statewide,COT
1388_000.8,14316.0,3,Arterial,Statewide,COT
1388_001.4,14316.0,3,Arterial,Statewide,COT
1388_001.7,11574.0,3,Arterial,Statewide,COT
1388_002.4,17038.0,4,Arterial,Statewide,COU
1388_003.0,11360.0,3,Arterial,Statewide,COT
1388_003.9,5563.0,3,Arterial,Statewide,COT
1388_004.4,6287.0,3,Arterial,Statewide,COT
1388_004.9,2890.0,3,Arterial,Statewide,COT
1389_000.0,0.0,3,Arterial,Statewide,COT
1389_000.1,1750.0,3,Arterial,Statewide,COT
1389_000.8,1875.0,3,Arterial,Statewide,COT
1389_001.2,1707.0,3,Arterial,Statewide,COT
1389_002.1,3274.0,3,Arterial,Statewide,COT
1389_003.1,2309.0,3,Arterial,Statewide,COT
1390_000.0,1542.0,4,Arterial,Statewide,COU
1390_000.3,1542.0,4,Arterial,Statewide,COU
1392_000.0,4804.0,3,Arterial,Statewide,COT
1392_001.2,16877.0,3,Arterial,Statewide,COT
1392_001.8,16877.0,3,Arterial,Statewide,COT
1392_002.1,9944.0,3,Arterial,Statewide,COT
1392_002.3,9944.0,3,Arterial,Statewide,COT
1392_002.4,4968.0,3,Arterial,Statewide,COT
1394_000.0,6108.0,3,Arterial,Statewide,COT
1395_000.0,0.0,3,Arterial,Statewide,COT
1396_000.0,7222.0,3,Arterial,Statewide,COT
1397_000.0,0.0,3,Arterial,Statewide,COT
1398_000.0,2626.0,4,Arterial,Statewide,COU
1398_000.3,2562.0,3,Arterial,Statewide,COT
1400_000.0,5501.0,3,Arterial,Statewide,COT
1400_001.3,2925.0,2,Arterial,Statewide,COS
1400_002.7,2583.0,2,Arterial,Statewide,COS
1400_004.4,3468.0,3,Arterial,Statewide,COT
1400_006.5,5614.0,3,Arterial,Statewide,COT
1400_006.8,7095.0,3,Arterial,Statewide,COT
1400_007.5,18472.0,4,Arterial,Statewide,COU
1402_000.0,5872.0,3,Arterial,Statewide,COT
1402_000.3,6135.0,3,Arterial,Statewide,COT
1404_000.0,9734.0,4,Arterial,Statewide,COU
1404_000.4,7709.0,4,Arterial,Statewide,COU
1404_001.1,7709.0,4,Arterial,Statewide,COU
1404_001.4,12770.0,4,Arterial,Statewide,COU
1404_002.1,10117.0,4,Arterial,Statewide,COU
1406_000.0,1527.0,3,Arterial,Statewide,COT
1408_000.0,8370.0,4,Arterial,Statewide,COU
1408_000.1,8370.0,4,Arterial,Statewide,COU
1408_000.7,12376.0,3,Arterial,Statewide,COT
1408_001.2,6752.0,3,Arterial,Statewide,COT
1410_000.0,3015.0,3,Arterial,Statewide,COT
1410_001.0,3015.0,3,Arterial,Statewide,COT
1410_001.5,13986.0,4,Arterial,Statewide,COU
1410_002.0,12293.0,4,Arterial,Statewide,COU
1410_002.2,12293.0,4,Arterial,Statewide,COU
1410_002.3,4077.0,4,Arterial,Statewide,COU
1416_000.0,1549.0,2,Arterial,RuralRecLowVol,COL
1416_009.6,525.0,2,Arterial,RuralRecLowVol,COL
1416_024.8,898.0,4,Arterial,Statewide,COU
1418_000.0,6992.0,4,Arterial,Statewide,COU
1418_000.9,4786.0,4,Arterial,Statewide,COU
1418_001.7,4478.0,4,Arterial,Statewide,COU
1420_000.0,24899.0,4,Arterial,Statewide,COU
1420_000.3,20163.0,4,Arterial,Statewide,COU
1420_000.7,13560.0,3,Arterial,Statewide,COT
1422_000.0,11804.0,4,Arterial,Statewide,COU
1422_000.7,13421.0,4,Arterial,Statewide,COU
1422_001.5,9465.0,4,Arterial,Statewide,COU
1422_002.0,9465.0,4,Arterial,Statewide,COU
1422_002.5,9465.0,4,Arterial,Statewide,COU
1424_000.0,6108.0,4,Arterial,Statewide,COU
1424_000.3,6108.0,4,Arterial,Statewide,COU
1425_000.0,102.0,3,Arterial,Statewide,COT
1425_000.6,102.0,4,Arterial,Statewide,COU
1427_000.0,10420.0,3,Arterial,Statewide,COT
1427_000.1,0.0,3,Arterial,Statewide,COT
1427_000.8,0.0,3,Arterial,Statewide,COT
1427_000.9,0.0,3,Arterial,Statewide,COT
1427_001.4,0.0,3,Arterial,Statewide,COT
1428_000.0,2036.0,4,Arterial,Statewide,COU
1428_000.4,2036.0,4,Arterial,Statewide,COU
1428_001.1,2036.0,4,Arterial,Statewide,COU
1428_001.7,2036.0,3,Arterial,Statewide,COT
1428_004.2,2036.0,3,Arterial,Statewide,COT
1430_000.0,3845.0,3,Arterial,Statewide,COT
1431_000.0,3054.0,3,Arterial,Statewide,COT
1431_000.5,3054.0,4,Arterial,Statewide,COU
1431_001.0,1018.0,3,Arterial,Statewide,COT
1431_002.8,509.0,3,Arterial,Statewide,COT
1431_004.1,509.0,3,Arterial,Statewide,COT
1432_000.0,3054.0,3,Arterial,Statewide,COT
1433_000.0,0.0,3,Arterial,Statewide,COT
1435_000.0,0.0,2,Arterial,Statewide,COS
1435_000.4,0.0,2,Arterial,Statewide,COS
1435_000.9,0.0,2,Arterial,Statewide,COS
1435_001.5,111.0,2,Arterial,Statewide,COS
1435_002.0,111.0,3,Arterial,Statewide,COT
1435_002.5,8685.0,3,Arterial,Statewide,COT
1435_003.5,1122.0,3,Arterial,Statewide,COT
1436_000.0,5257.0,4,Arterial,Statewide,COU
1436_000.3,5257.0,4,Arterial,Statewide,COU
1438_000.8,8508.0,3,Arterial,Statewide,COT
1438_000.9,8508.0,3,Arterial,Statewide,COT
1438_001.9,8508.0,3,Arterial,Statewide,COT
1438_002.0,3756.0,3,Arterial,Statewide,COT
1438_002.4,6380.0,3,Arterial,Statewide,COT
1438_003.6,6380.0,3,Arterial,Statewide,COT
1438_004.6,4233.0,3,Arterial,Statewide,COT
1438_005.7,4233.0,3,Arterial,Statewide,COT
1439_000.0,9490.0,3,Arterial,Statewide,COT
1441_000.0,0.0,3,Arterial,Statewide,COT
1442_000.0,14692.0,3,Arterial,Statewide,COT
1442_000.1,6897.0,3,Arterial,Statewide,COT
1443_000.0,2213.0,3,Arterial,Statewide,COT
1443_001.4,2213.0,3,Arterial,Statewide,COT
1444_000.0,0.0,3,Arterial,Statewide,COT
1444_000.4,0.0,3,Arterial,Statewide,COT
1445_000.0,556.0,3,Arterial,Statewide,COT
1445_000.6,10044.0,3,Arterial,Statewide,COT
1445_001.4,10044.0,3,Arterial,Statewide,COT
1445_002.9,10044.0,3,Arterial,Statewide,COT
1445_003.7,10044.0,3,Arterial,Statewide,COT
1446_000.0,3427.0,3,Arterial,Statewide,COT
1446_000.8,3427.0,3,Arterial,Statewide,COT
1446_001.7,1884.0,3,Arterial,Statewide,COT
1446_002.7,1884.0,3,Arterial,Statewide,COT
1448_000.0,6858.0,3,Arterial,Statewide,COT
1448_000.2,6858.0,3,Arterial,Statewide,COT
1449_000.0,514.0,3,Arterial,Statewide,COT
1449_001.3,514.0,3,Arterial,Statewide,COT
1450_000.0,2833.0,3,Arterial,Statewide,COT
1450_000.8,3179.0,3,Arterial,Statewide,COT
1452_000.0,14371.0,3,Arterial,Statewide,COT
1452_000.9,14942.0,3,Arterial,Statewide,COT
1454_000.0,11996.0,3,Arterial,Statewide,COT
1454_000.6,11996.0,3,Arterial,Statewide,COT
1456_000.0,7013.0,3,Arterial,Statewide,COT
1456_000.2,7013.0,3,Arterial,Statewide,COT
1456_001.0,8272.0,3,Arterial,Statewide,COT
1456_001.7,15510.0,3,Arterial,Statewide,COT
1456_002.7,12821.0,3,Arterial,Statewide,COT
1456_003.4,12821.0,3,Arterial,Statewide,COT
1456_003.7,5487.0,3,Arterial,Statewide,COT
1458_000.0,11728.0,2,Arterial,Statewide,COS
1458_000.4,11728.0,2,Arterial,Statewide,COS
1458_000.8,8375.0,2,Arterial,Statewide,COS
1458_001.3,8375.0,2,Arterial,Statewide,COS
1458_001.8,8375.0,2,Arterial,Statewide,COS
1458_002.3,8375.0,3,Arterial,Statewide,COT
1458_002.8,8375.0,3,Arterial,Statewide,COT
1458_003.4,10656.0,3,Arterial,Statewide,COT
1458_003.8,10656.0,3,Arterial,Statewide,COT
1459_000.0,514.0,3,Arterial,Statewide,COT
1459_000.3,514.0,3,Arterial,Statewide,COT
1459_000.9,514.0,3,Arterial,Statewide,COT
1459_001.5,514.0,2,Arterial,Statewide,COS
1459_002.0,514.0,3,Arterial,Statewide,COT
1459_003.1,514.0,3,Arterial,Statewide,COT
1459_003.6,514.0,3,Arterial,Statewide,COT
1459_003.9,0.0,3,Arterial,Statewide,COT
1461_000.0,0.0,2,Arterial,Statewide,COS
1461_000.5,0.0,2,Arterial,Statewide,COS
1462_000.0,3984.0,4,Arterial,Statewide,COU
1462_000.1,3984.0,4,Arterial,Statewide,COU
1462_001.1,7344.0,3,Arterial,Statewide,COT
1462_001.9,7344.0,3,Arterial,Statewide,COT
1462_002.3,7344.0,3,Arterial,Statewide,COT
1464_000.0,9828.0,2,Arterial,Statewide,COS
1464_001.0,9828.0,3,Arterial,Statewide,COT
1464_002.0,9828.0,3,Arterial,Statewide,COT
1464_002.5,9828.0,3,Arterial,Statewide,COT
1464_003.0,8111.0,3,Arterial,Statewide,COT
1464_004.0,8111.0,4,Arterial,Statewide,COU
1464_005.0,8111.0,4,Arterial,Statewide,COU
1465_000.0,0.0,2,Arterial,Statewide,COS
1465_000.3,0.0,2,Arterial,Statewide,COS
1465_000.6,0.0,2,Arterial,Statewide,COS
1465_000.8,0.0,3,Arterial,Statewide,COT
1465_001.3,0.0,3,Arterial,Statewide,COT
1466_000.0,11421.0,2,Arterial,Statewide,COS
1466_000.4,11421.0,3,Arterial,Statewide,COT
1466_000.9,11421.0,3,Arterial,Statewide,COT
1466_001.4,11421.0,4,Arterial,Statewide,COU
1467_000.0,20432.0,2,Arterial,Statewide,COS
1467_000.5,20432.0,3,Arterial,Statewide,COT
1467_001.1,20432.0,3,Arterial,Statewide,COT
1467_001.5,20432.0,3,Arterial,Statewide,COT
1467_002.5,20432.0,3,Arterial,Statewide,COT
1467_002.7,20432.0,4,Arterial,Statewide,COU
1468_000.0,1002.0,1,Arterial,RuralRecLowVol,COL
1469_000.0,0.0,4,Arterial,Statewide,COU
1470_000.0,749.0,4,Arterial,Statewide,COU
1470_000.4,749.0,4,Arterial,Statewide,COU
1471_000.0,514.0,4,Arterial,Statewide,COU
1471_000.8,514.0,4,Arterial,Statewide,COU
1472_000.0,0.0,2,Arterial,Statewide,COS
1472_000.7,1757.0,3,Arterial,Statewide,COT
1472_001.3,1757.0,3,Arterial,Statewide,COT
1472_001.7,1757.0,4,Arterial,Statewide,COU
1474_000.0,9322.0,4,Arterial,Statewide,COU
1474_000.8,13320.0,3,Arterial,Statewide,COT
1474_001.3,5090.0,3,Arterial,Statewide,COT
1474_002.2,5090.0,3,Arterial,Statewide,COT
1476_000.0,1753.0,3,Arterial,Statewide,COT
1478_000.0,27271.0,4,Arterial,Statewide,COU
1478_000.7,13091.0,4,Arterial,Statewide,COU
1478_001.5,13091.0,3,Arterial,Statewide,COT
1478_002.0,6846.0,3,Arterial,Statewide,COT
1478_002.2,6846.0,3,Arterial,Statewide,COT
1480_000.0,514.0,4,Arterial,Statewide,COU
1480_000.4,514.0,3,Arterial,Statewide,COT
1480_000.8,514.0,3,Arterial,Statewide,COT
1482_000.0,9470.0,3,Arterial,Statewide,COT
1482_000.2,9470.0,3,Arterial,Statewide,COT
1483_000.0,5275.0,3,Arterial,Statewide,COT
1483_001.0,5275.0,2,Arterial,Statewide,COS
1483_001.4,5275.0,2,Arterial,Statewide,COS
1483_002.0,5275.0,3,Arterial,Statewide,COT
1483_002.5,5275.0,3,Arterial,Statewide,COT
1483_003.0,2102.0,3,Arterial,Statewide,COT
1483_003.5,2102.0,3,Arterial,Statewide,COT
1483_004.0,2102.0,3,Arterial,Statewide,COT
1483_004.5,2102.0,3,Arterial,Statewide,COT
1483_005.0,2437.0,3,Arterial,Statewide,COT
1483_005.5,1122.0,3,Arterial,Statewide,COT
1484_000.4,9638.0,4,Arterial,Statewide,COU
1484_000.7,11137.0,3,Arterial,Statewide,COT
1484_001.7,3085.0,4,Arterial,Statewide,COU
1484_002.7,3085.0,3,Arterial,Statewide,COT
1485_000.0,4282.0,2,Arterial,Statewide,COS
1485_000.7,4282.0,2,Arterial,Statewide,COS
1485_001.5,3876.0,3,Arterial,Statewide,COT
1485_002.5,3876.0,3,Arterial,Statewide,COT
1486_000.0,2532.0,3,Arterial,Statewide,COT
1486_000.4,2532.0,4,Arterial,Statewide,COU
1488_000.0,2705.0,3,Arterial,Statewide,COT
1489_000.0,6489.0,3,Arterial,Statewide,COT
1489_001.0,6489.0,3,Arterial,Statewide,COT
1489_001.5,16078.0,3,Arterial,Statewide,COT
1489_002.0,10949.0,3,Arterial,Statewide,COT
1490_000.0,14715.0,4,Arterial,Statewide,COU
1490_001.0,14715.0,3,Arterial,Statewide,COT
1490_001.5,10243.0,3,Arterial,Statewide,COT
1490_002.0,9104.0,3,Arterial,Statewide,COT
1490_002.5,6392.0,3,Arterial,Statewide,COT
1490_003.0,6392.0,3,Arterial,Statewide,COT
1492_000.0,5854.0,2,Arterial,Statewide,COS
1492_000.2,5854.0,2,Arterial,Statewide,COS
1492_001.5,5854.0,3,Arterial,Statewide,COT
1492_002.5,4417.0,3,Arterial,Statewide,COT
1492_003.0,4417.0,3,Arterial,Statewide,COT
1492_003.5,7435.0,3,Arterial,Statewide,COT
1495_000.0,2777.0,3,Arterial,Statewide,COT
1495_001.3,0.0,3,Arterial,Statewide,COT
1498_000.0,7257.0,3,Arterial,Statewide,COT
1498_000.3,7257.0,3,Arterial,Statewide,COT
1498_001.6,8640.0,3,Arterial,Statewide,COT
1500_000.0,11388.0,3,Arterial,Statewide,COT
1500_000.8,11388.0,3,Arterial,Statewide,COT
1504_000.0,1183.0,2,Arterial,Statewide,COS
1504_000.3,1183.0,2,Arterial,Statewide,COS
1504_001.5,1183.0,3,Arterial,Statewide,COT
1504_002.5,1183.0,3,Arterial,Statewide,COT
1504_003.0,1183.0,3,Arterial,Statewide,COT
1504_003.5,1183.0,4,Arterial,Statewide,COU
1506_000.0,7390.0,1,Arterial,Statewide,COQ
1506_000.5,7390.0,2,Arterial,Statewide,COS
1506_001.0,7390.0,2,Arterial,Statewide,COS
1506_001.6,7390.0,2,Arterial,Statewide,COS
1506_002.1,7390.0,3,Arterial,Statewide,COT
1506_003.1,5804.0,3,Arterial,Statewide,COT
1506_003.6,5804.0,3,Arterial,Statewide,COT
1506_004.1,5804.0,3,Arterial,Statewide,COT
1508_000.0,4160.0,2,Arterial,Statewide,COS
1508_000.4,4160.0,2,Arterial,Statewide,COS
1508_000.7,4160.0,2,Arterial,Statewide,COS
1508_000.8,3125.0,3,Arterial,Statewide,COT
1508_001.2,3125.0,3,Arterial,Statewide,COT
1512_000.0,4354.0,3,Arterial,Statewide,COT
1822_000.0,0.0,1,Arterial,RuralRecLowVol,COL
1826_013.7,1582.0,2,Arterial,Statewide,COS
1826_014.6,1754.0,2,Arterial,Statewide,COS
1826_014.9,1754.0,2,Arterial,Statewide,COS
1826_015.6,1754.0,2,Arterial,Statewide,COS
1826_016.1,1754.0,2,Arterial,Statewide,COS
1828_006.7,308.0,1,Arterial,Statewide,COP
2030_000.0,8682.0,2,Arterial,Statewide,COS
2030_000.2,8682.0,2,Arterial,Statewide,COS
2030_000.7,8682.0,1,Arterial,Statewide,COQ
2030_001.4,8682.0,1,Arterial,Statewide,COQ
2030_001.8,8682.0,1,Arterial,Statewide,COQ
2030_002.7,3157.0,1,Arterial,Statewide,COQ
2030_002.8,3157.0,1,Arterial,Statewide,COQ
2030_003.1,3157.0,1,Arterial,Statewide,COQ
2030_003.7,3157.0,1,Arterial,Statewide,COQ
2030_004.6,3157.0,1,Arterial,Statewide,COQ
2030_005.1,9866.0,2,Arterial,Statewide,COS
2030_005.8,9866.0,2,Arterial,Statewide,COS
2030_006.5,9866.0,2,Arterial,Statewide,COS
2030_007.0,9866.0,2,Arterial,Statewide,COS
2030_007.7,9866.0,3,Arterial,Statewide,COT
2030_008.2,16730.0,3,Arterial,Statewide,COT
2030_008.7,16730.0,4,Arterial,Statewide,COU
2030_009.1,16730.0,4,Arterial,Statewide,COU
2030_009.6,29104.0,3,Arterial,Statewide,COT
2030_010.0,29104.0,3,Arterial,Statewide,COT
2030_010.2,29104.0,3,Arterial,Statewide,COT
2030_010.6,29104.0,3,Arterial,Statewide,COT
2030_010.8,29104.0,3,Arterial,Statewide,COT
2031_000.0,2036.0,2,Arterial,Statewide,COS
2031_002.2,2036.0,2,Arterial,Statewide,COS
2032_000.0,6248.0,3,Arterial,Statewide,COT
2032_001.2,6093.0,3,Arterial,Statewide,COT
2032_001.6,5501.0,3,Arterial,Statewide,COT
2033_000.0,15305.0,3,Arterial,Statewide,COT
2033_000.7,15305.0,4,Arterial,Statewide,COU
2034_000.0,13484.0,1,Arterial,Statewide,COR
2034_000.6,13484.0,1,Arterial,Statewide,COR
2034_001.1,13484.0,2,Arterial,Statewide,COS
2034_001.5,13484.0,2,Arterial,Statewide,COS
2034_002.3,13484.0,2,Arterial,Statewide,COS
2034_002.7,13484.0,3,Arterial,Statewide,COT
2034_003.2,13484.0,3,Arterial,Statewide,COT
2034_003.5,13484.0,3,Arterial,Statewide,COT
2034_003.8,13484.0,3,Arterial,Statewide,COT
2034_004.4,13484.0,3,Arterial,Statewide,COT
2035_001.6,31789.0,3,Arterial,Statewide,COT
2035_002.0,31789.0,3,Arterial,Statewide,COT
2035_002.5,31789.0,3,Arterial,Statewide,COT
2035_003.0,31789.0,3,Arterial,Statewide,COT
2035_003.7,31789.0,3,Arterial,Statewide,COT
2035_004.1,31789.0,3,Expressway,Statewide,COT
2035_004.3,31789.0,3,Expressway,Statewide,COT
2035_004.9,31789.0,3,Expressway,Statewide,COT
2035_005.2,10065.0,3,Arterial,Statewide,COT
2035_005.5,10065.0,3,Arterial,Statewide,COT
2035_006.5,10065.0,3,Arterial,Statewide,COT
2036_000.0,17096.0,3,Arterial,Statewide,COT
2036_000.3,17096.0,3,Arterial,Statewide,COT
2036_000.6,17096.0,3,Arterial,Statewide,COT
2036_001.2,17096.0,3,Arterial,Statewide,COT
2036_001.3,17096.0,3,Arterial,Statewide,COT
2036_001.6,17096.0,3,Arterial,Statewide,COT
2036_002.2,17096.0,3,Arterial,Statewide,COT
2036_002.6,17096.0,3,Arterial,Statewide,COT
2036_003.2,0.0,3,Arterial,Statewide,COT
2036_003.4,45753.0,3,Arterial,Statewide,COT
2037_000.0,549.0,3,Arterial,Statewide,COT
2038_000.0,4273.0,2,Arterial,Statewide,COS
2038_000.5,4273.0,2,Arterial,Statewide,COS
2038_000.9,3168.0,3,Arterial,Statewide,COT
2038_003.5,3168.0,2,Arterial,Statewide,COS
2038_003.7,3168.0,2,Arterial,Statewide,COS
2039_000.0,4013.0,2,Arterial,Statewide,COS
2039_000.5,4013.0,3,Arterial,Statewide,COT
2039_001.0,4013.0,3,Arterial,Statewide,COT
2039_001.5,4013.0,3,Arterial,Statewide,COT
2039_001.7,4013.0,3,Arterial,Statewide,COT
2039_002.3,8463.0,3,Arterial,Statewide,COT
2039_002.8,8463.0,3,Arterial,Statewide,COT
2039_003.3,8463.0,3,Arterial,Statewide,COT
2039_004.3,8463.0,3,Arterial,Statewide,COT
2040_000.0,7785.0,2,Arterial,Statewide,COS
2040_000.1,7785.0,2,Arterial,Statewide,COS
2040_001.0,7785.0,2,Arterial,Statewide,COS
